object_id,object_name,source_provider,source_page_url,image_url,author,license,rights_holder,rights_status,retrieved_at,sha256,phash,width,height,mime_type,raw_path,processed_path,source_group,is_augmented,parent_sha256,augmentation,split,status,rejection_reason
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=af454c7a743b39f31908c10ede74ba39b2bd06dd-16345062-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=af454c7a743b39f31908c10ede74ba39b2bd06dd-16345062-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.669481+00:00,783076381801ef1969b3d989b401dd97ddd0ad18b0832af3a1e42de91ad4880e,f6839d78c29e7184,379,320,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_01.jpg,dataset/processed/001/original-99b53f72d263bd250a8c61d2663137c34be33e173deb4ef6e4229a3747fd909d.jpg,99b53f72d263bd250a8c61d2663137c34be33e173deb4ef6e4229a3747fd909d,false,,,validation,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=619c245a534f35a9d22953e0950f246648f396ec-4012334-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=619c245a534f35a9d22953e0950f246648f396ec-4012334-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.675770+00:00,a7fc5d5ba3278502a7a3635f1e10ab3d68da1e6ea29be7c8c2680ccf862fd8c3,f19d1d268a7b51c4,480,320,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_02.jpg,dataset/processed/001/original-98cb64b2c53361fbea7e1a6e004db553ecbb9d22c55f2c38602ef6e8e6b3ec47.jpg,98cb64b2c53361fbea7e1a6e004db553ecbb9d22c55f2c38602ef6e8e6b3ec47,false,,,test,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=32d7d8290e4f159aea6f7209c6d7ae120d78c4f8-9283819-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=32d7d8290e4f159aea6f7209c6d7ae120d78c4f8-9283819-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.682250+00:00,8b8ed2d396d6f308881c203ef91d90394839a3fee8d4c213bfd9d6a42ccc4786,ceb0384fb1bc0b33,480,320,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_03.jpg,dataset/processed/001/original-be86268bb968e805f97f955d7af28044acb6aff20ad9ac6119956815ccb546fa.jpg,be86268bb968e805f97f955d7af28044acb6aff20ad9ac6119956815ccb546fa,false,,,index,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=9a13cb986c50553a64c446da6334d33309a4c724-13239362-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=9a13cb986c50553a64c446da6334d33309a4c724-13239362-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.687595+00:00,dadd14da79d7a28106307da56d8e2458fdce1e0ead56ccf87a127a7d49c29059,87aa495dba175263,480,320,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_04.jpg,dataset/processed/001/original-77effb0b80a839ffe354cda826fbaf378e621d0c65cc6b09b8ce50979ec63ecb.jpg,77effb0b80a839ffe354cda826fbaf378e621d0c65cc6b09b8ce50979ec63ecb,false,,,index,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=01de3e762e783ece28b6d91ecbcaca7b6ac4049a-3824532-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=01de3e762e783ece28b6d91ecbcaca7b6ac4049a-3824532-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.692978+00:00,4f597cdebaedefcdbff935e96503fd219f545442451a71d766292db2ea930e0d,f9a78c98b2cb2239,480,270,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_05.jpg,dataset/processed/001/original-20264cd4be4311d3cb56a51d2d93299a25b2048f7444856fa2626002a4ecc75a.jpg,20264cd4be4311d3cb56a51d2d93299a25b2048f7444856fa2626002a4ecc75a,false,,,index,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=10cd848f27ec52a5afeb75226ee3e12d21cf5211-4391477-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=10cd848f27ec52a5afeb75226ee3e12d21cf5211-4391477-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.697716+00:00,025bf6947b3453aa419dabc6e6b777a5314b42595cb55b3be722d44616ea5211,93e96394603bcf61,480,300,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_06.jpg,dataset/processed/001/original-93c53d9a47982ad85f995c8f7db22875176422e94691bc028e888c4cbd73316f.jpg,93c53d9a47982ad85f995c8f7db22875176422e94691bc028e888c4cbd73316f,false,,,index,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=0ea48fcc5e786bf34a045c83fc63f104639fea93-4507622-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=0ea48fcc5e786bf34a045c83fc63f104639fea93-4507622-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.704536+00:00,c5837613942ca5f1d9ebb70606f3eda93bb86579cd66d88ebba81c1190eed501,fc831a7a418f7ea0,476,320,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_07.jpg,dataset/processed/001/original-93ee9323ef7c3b2cab03738490cbcf35d5edc93d1ed332f6b699c8c8996d0d6b.jpg,93ee9323ef7c3b2cab03738490cbcf35d5edc93d1ed332f6b699c8c8996d0d6b,false,,,index,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=65dd431ebd75b9f6a03d3353e12613b3aff7a679-5905616-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=65dd431ebd75b9f6a03d3353e12613b3aff7a679-5905616-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.710503+00:00,2564acbad6fbd6e43350d442ea8cf2a0be703555d5614de49225c12ad7548f68,e9b906463dc9e836,427,320,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_08.jpg,dataset/processed/001/original-91d4151c63524bbd980321efede2043cfee6ad21c223a0d46286575d60f108fd.jpg,91d4151c63524bbd980321efede2043cfee6ad21c223a0d46286575d60f108fd,false,,,index,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=32d7d8290e4f159aea6f7209c6d7ae120d78c4f8-9283819-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=32d7d8290e4f159aea6f7209c6d7ae120d78c4f8-9283819-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.682250+00:00,6f42460c7aebf62ff0986e57cb66fdadbde5127639342e28d5380c30eb4e8fda,ceb03847b33cc933,480,320,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_03.jpg,dataset/processed/001/aug-be86268bb968-00.jpg,be86268bb968e805f97f955d7af28044acb6aff20ad9ac6119956815ccb546fa,true,8b8ed2d396d6f308881c203ef91d90394839a3fee8d4c213bfd9d6a42ccc4786,rotate=-4;crop=0.03;brightness=0.96;contrast=1.04;color=0.98,index,accepted,
1,Амурский утёс,curated_manual_yandex,https://avatars.mds.yandex.net/i?id=9a13cb986c50553a64c446da6334d33309a4c724-13239362-images-thumbs&n=13,https://avatars.mds.yandex.net/i?id=9a13cb986c50553a64c446da6334d33309a4c724-13239362-images-thumbs&n=13,,unknown,,pending_purchase,2026-09-11T09:26:25.687595+00:00,6c831fa9dced7f2b6fab3992f759f83f27078deb46d3c6b85b1cde81f5479ec9,a7825958be17e34a,480,320,image/jpeg,dataset/datasets_clear/khabarovsk_tourism_44/work/khabarovsk_tourism_44/01_Амурский утёс/photo_04.jpg,dataset/processed/001/aug-77effb0b80a8-01.jpg,77effb0b80a839ffe354cda826fbaf378e621d0c65cc6b09b8ce50979ec63ecb,true,dadd14da79d7a28106307da56d8e2458fdce1e0ead56ccf87a127a7d49c29059,rotate=+4;crop=0.03;brightness=1.04;contrast=0.96;color=1.02,index,accepted,
